"filename", "language", "TypeScript", "XML", "JSON", "JSON with Comments", "JavaScript", "Markdown", "TypeScript JSX", "CSS", "HTML", "Properties", "comment", "blank", "total"
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\services\types\article.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\services\types\auth.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\services\types\follow.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\services\types\user.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\styles\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 29
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\styles\lodaer.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 2, 51
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\styles\publish.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 7, 72
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 6, 4, 47
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\tsconfig.json", "JSON with Comments", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 3, 26
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\tsconfig.node.json", "JSON", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\ASUS\Desktop\Development\projects\blog cms\app\client\vite.config.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 15
"Total", "-", -3323, 170, 2461, 9, 61, -92, 3969, 142, 14, 1, -110, 66, 3368
